epoch,train_loss,val_loss,val_accuracy,learning_rate
1,2.2554428457324183,1.7923950158749906,0.3850838658146965,0.00046850000000000006
2,1.0880942608057054,1.4234988468523604,0.47434105431309903,0.0004995
3,0.8667622053229225,1.1989125224728934,0.5571086261980831,0.0004995
4,0.7930035268637672,1.3102241434609165,0.575479233226837,0.0004995
5,0.7188549161370374,1.307884365796281,0.6109225239616614,0.0004995
6,0.697889420158192,1.2259414569257547,0.5870607028753994,0.0004995
7,0.6575085150598209,1.2666268562927794,0.6115215654952076,0.0004995
8,0.6533668963576177,1.1374196798656695,0.6319888178913738,0.0004995
9,0.6420859176117474,1.1749860789067448,0.6214057507987221,0.0004995
10,0.6407722571352398,1.0560990989969943,0.6314896166134185,0.0004995
11,0.6170865052830435,1.090023315562227,0.6309904153354633,0.0004995
12,0.6071670316239156,1.4160678698993718,0.584464856230032,0.0004995
13,0.6355647700014653,1.1000868727604802,0.6257987220447284,0.0004995
14,0.6071934694452072,1.086469293497622,0.6255990415335463,0.00024975
15,0.4950465372821161,0.9732604102014353,0.6807108626198083,0.00024975
16,0.4353984523731381,1.0135559953820592,0.6869009584664537,0.00024975
17,0.4108970181456507,0.9624519060118891,0.6978833865814696,0.00024975
18,0.4007391281394181,0.9128785729408264,0.7015774760383386,0.00024975
19,0.388558831042064,0.9031475105891212,0.7018769968051118,0.00024975
20,0.3653330024736904,0.9728566107277672,0.6936900958466453,0.00024975
21,0.36040955193356666,0.9551013590047915,0.7080670926517572,0.00024975
22,0.3419696825113632,0.987024862735797,0.6790135782747604,0.00024975
23,0.34207091195338063,0.9939350864757746,0.6945886581469649,0.00024975
24,0.33349140189778703,0.9678370024259098,0.6952875399361023,0.00024975
25,0.3283136542290767,1.0113037951266803,0.7135583067092651,0.00024975
26,0.3184098236755267,0.9122999593758354,0.7134584664536742,0.00024975
27,0.3068536940390177,1.0416120982969912,0.6938897763578274,0.00024975
28,0.301859843661822,1.1054743956833983,0.6999800319488818,0.00024975
29,0.2931445959026117,0.8751034115354854,0.7213458466453674,0.00024975
30,0.2898545300028027,1.0661425045408761,0.7096645367412141,0.00024975
31,0.27472104575993345,1.0127602360023857,0.7159544728434505,0.00024975
32,0.2709492438975205,0.9443079463590067,0.7162539936102237,0.00024975
33,0.2643746283651987,0.9692636933951332,0.7146565495207667,0.00024975
34,0.2665378419038997,1.0386527498690084,0.7013777955271565,0.00024975
35,0.25746068433483144,0.9435118021913611,0.7256389776357828,0.00024975
36,0.25102852947557214,1.1089857206367457,0.7107627795527156,0.00024975
37,0.24750777730928747,1.0669141548891037,0.707867412140575,0.00024975
38,0.24092020126166883,1.014175806277857,0.7309305111821086,0.00024975
39,0.23644533249011426,1.0134051242194617,0.7117611821086262,0.00024975
40,0.22580695508329918,1.0088898006814737,0.703973642172524,0.00024975
41,0.23597514001465936,1.0625627374115842,0.7077675718849841,0.00024975
42,0.23127110657899747,0.9706763666087446,0.7230431309904153,0.00024975
43,0.22518155370840925,1.0279798275365617,0.71875,0.00024975
44,0.22184517364829842,1.0931166373312282,0.7204472843450479,0.000124875
45,0.18209158310166268,1.0379468227346864,0.7331269968051118,0.000124875
46,0.16998576566821205,1.0505680451377892,0.7314297124600639,0.000124875
47,0.15546763878363346,1.0535700609699226,0.727935303514377,0.000124875
48,0.15219794495452219,1.112536930047666,0.733426517571885,0.000124875
49,0.14799178807662605,1.1403760296849017,0.7364217252396166,0.000124875
50,0.14433029256532712,1.1453909536900992,0.7233426517571885,0.000124875
51,0.1386183739261531,1.1502756013656958,0.739117412140575,0.000124875
52,0.1366570510331597,1.0863760922092218,0.7257388178913738,0.000124875
53,0.13495011291112194,1.2012467115831833,0.7275359424920128,0.000124875
54,0.13391489783145075,1.0347595245788654,0.7409145367412141,0.000124875
55,0.12688619018331773,1.108449272359141,0.7442092651757188,0.000124875
56,0.1303974523512857,1.1059729436906383,0.737220447284345,0.000124875
57,0.12430983199365636,1.1542125161939536,0.7377196485623003,0.000124875
58,0.12306004366341002,1.1098608374595642,0.7493011182108626,0.000124875
59,0.11918972715534873,1.138532241598105,0.733526357827476,0.000124875
60,0.11606165115460396,1.1623367307761225,0.7414137380191693,0.000124875
61,0.1143157952489939,1.1433816306507245,0.7322284345047924,0.000124875
62,0.11681147650512717,1.1455669516382125,0.7403154952076677,0.000124875
63,0.1136111634756639,1.07484017364895,0.7552915335463258,0.000124875
64,0.10933462557132675,1.2039895112426897,0.7369209265175719,0.000124875
65,0.10864473700817269,1.327016586979357,0.7289337060702875,0.000124875
66,0.10417755292395928,1.2153632885065322,0.7361222044728435,0.000124875
67,0.10310443502360347,1.194060519766122,0.7405151757188498,0.000124875
68,0.10116614453640502,1.235343970429783,0.7364217252396166,0.000124875
69,0.09923876019622654,1.3427901387500305,0.7278354632587859,6.24375e-05
70,0.08956104459793074,1.1811605088246135,0.7411142172523961,6.24375e-05
71,0.08456125918518641,1.2941983328364528,0.7366214057507987,6.24375e-05
72,0.07931959714347334,1.3213032883957934,0.737220447284345,6.24375e-05
73,0.08014777957063132,1.2263189690372052,0.7388178913738019,6.24375e-05
